,mag,mag,mag,mag,mag,mag,mag,mag,mag,mag,,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,Jansky,,,
,Jmag (1.22u),Hmag (1.63u),Kmag (2.19u),3.4u,4.6u,5.8u,8u,12u,22u,24u,,J (1.22u),H (1.63u),K (2.19u),3.6u flux,4.5u flux,5.8u flux,9u flux,12u flux,18u flux,25u flux,60u flux,65u flux,90u flux,100u flux,140u flux,160u flux,8.28u,12.13u,14.65,21.34,,,class
,12.433,11.488,11.156,,,,,,,,,,,,0.0114,0.00668,0.00525,0.00443,,,0.002933,,,,,,,,,,,,,Post- AGB
,12.404,11.472,11.203,,,,,,,,,,,,0.0112,0.00751,0.00584,0.00876,,,0.0059385,,,,,,,,,,,,,Post- AGB
,15.827,15.64,15.429,,,,,,,,,,,,0.00103,0.00108,0.00433,0.00933,,,0.04232,,,,,,,,,,,,,Post- AGB
,14.46,14.45,14.387,,,,,,,,,,,,0.000537,0.000399,0.000278,0.000322,,,0.006068,,,,,,,,,,,,,Post- AGB
,15.341,15.338,15.35,,,,,,,,,,,,0.000204,0.000136,,0.000116,,,0.004578,,,,,,,,,,,,,Post- AGB
,,,15.086,,,,,,,,,,,,0.00293,0.00573,0.0126,0.0303,,,0.2802,,,,,,,,,,,,,Post- AGB
,12.658,11.666,11.383,,,,,,,,,,,,0.00982,0.00557,0.00439,0.00313,,,0.001448,,,,,,,,,,,,,Post- AGB
,13.906,13,12.783,,,,,,,,,,,,0.00433,0.00416,0.004892,0.008,,,0.007388,,,,,,,,,,,,,Post- AGB
,14.582,13.625,13.13,,,,,,,,,,,,,0.00123,0.00135,0.00212,,,0.005312,,0.1207,,,,,,,,,,,Post- AGB
,14.02,14.106,14.163,,,,,,,,,,,,0.000578,0.000367,0.000225,0.000112,,,0.0070525,,,,,,,,,,,,,Post- AGB
,12.216,11.223,10.889,,,,,,,,,,,,0.0156,0.00928,0.00713,0.00527,,,0.003324,,,,,,,,,,,,,Post- AGB
,15.027,14.265,13.752,,,,,,,,,,,,0.00112,0.000806,0.000587,0.00114,,,0.001122,,,,,,,,,,,,,Post- AGB
,15.164,14.414,13.727,,,,,,,,,,,,0.00126,0.000977,0.00149,0.0078,,,0.031015,,0.4343,,,,,,,,,,,Post- AGB
,12.896,11.835,11.471,,,,,,,,,,,,0.0186,0.0256,0.0374,0.0565,,,0.05374,,,,,,,,,,,,,Post- AGB
,12.255,11.273,10.857,,,,,,,,,,,,0.0152,0.00888,0.00675,0.00563,,,0.0030295,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00304,0.00196,0.00297,0.0129,,,0.15835,,,,,,,,,,,,,Post- AGB
,16.448,16.483,,,,,,,,,,,,,0.000165,0.000264,0.000392,0.00147,,,0.06111,,,,,,,,,,,,,Post- AGB
,12.644,11.86,11.685,,,,,,,,,,,,0.00727,0.00454,0.00431,0.00576,,,0.0042935,,,,,,,,,,,,,Post- AGB
,16.807,15.607,14.261,,,,,,,,,,,,0.00603,0.0139,0.0276,0.05,,,0.53055,,4.016,,,,,,,,,,,Post- AGB
,15.574,14.664,13.667,,,,,,,,,,,,0.00487,0.00554,0.0119,0.0275,,,0.077175,,,,,,,,,,,,,Post- AGB
,12.391,11.448,11.127,,,,,,,,,,,,0.0117,0.00673,0.00516,0.0033,,,0.001459,,,,,,,,,,,,,Post- AGB
,12.397,11.471,11.161,,,,,,,,,,,,0.012,0.00782,0.00598,0.00451,,,0.0022825,,,,,,,,,,,,,Post- AGB
,14.555,14.469,14.19,,,,,,,,,,,,0.00079,0.000599,0.000437,0.000372,,,0.007575,,,,,,,,,,,,,Post- AGB
,13.493,12.51,12.03,,,,,,,,,,,,0.0118,0.0114,0.0113,0.0103,,,0.0048675,,,,,,,,,,,,,Post- AGB
,12.646,11.562,11.175,,,,,,,,,,,,0.0113,0.00701,0.00571,0.00486,,,0.0053785,,,,,,,,,,,,,Post- AGB
,12.789,11.821,11.519,,,,,,,,,,,,0.0088,0.00527,0.00398,0.00296,,,0.0013085,,,,,,,,,,,,,Post- AGB
,12.489,11.587,11.295,,,,,,,,,,,,0.0107,0.00753,0.0055,0.00473,,,0.002607,,,,,,,,,,,,,Post- AGB
,16.185,,15.152,,,,,,,,,,,,0.00123,0.000916,0.00585,0.0147,,,0.074975,,0.7834,,,,,,,,,,,Post- AGB
,15.879,15.987,15.964,,,,,,,,,,,,0.000113,0.000065,,0.000058,,,0.000792,,,,,,,,,,,,,Post- AGB
,16.275,16.081,15.765,,,,,,,,,,,,,0.000378,0.00241,0.00626,,,0.02126,,,,,,,,,,,,,Post- AGB
,16.291,15.764,15.316,,,,,,,,,,,,0.00115,0.00086,0.00577,0.0163,,,0.17465,,1.007,,,,,,,,,,,Post- AGB
,,14.544,12.474,,,,,,,,,,,,0.0375,0.0671,0.113,0.15,,,0.08966,,,,,,,,,,,,,Post- AGB
,15.923,15.419,14.292,,,,,,,,,,,,0.00268,0.00353,0.00739,0.0224,,,0.15385,,0.06422,,,,,,,,,,,Post- AGB
,13.892,13.841,13.784,,,,,,,,,,,,0.000885,0.000594,0.000429,0.000355,,,0.0054735,,,,,,,,,,,,,Post- AGB
,12.597,11.333,10.201,,,,,,,,,,,,0.0891,0.1,0.111,0.107,,,0.0677,,,,,,,,,,,,,Post- AGB
,15.151,14.42,13.054,,,,,,,,,,,,0.0168,0.0249,0.0423,0.071,,,0.28695,,1.522,,,,,,,,,,,Post- AGB
,12.343,11.309,10.889,,,,,,,,,,,,0.018,0.0105,0.00912,0.00712,,,0.004401,,,,,,,,,,,,,Post- AGB
,12.802,11.871,11.608,,,,,,,,,,,,0.00774,0.00461,0.00351,0.00308,,,0.0017935,,,,,,,,,,,,,Post- AGB
,12.483,11.516,11.228,,,,,,,,,,,,0.0111,0.00762,0.00562,0.00459,,,0.002352,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000295,0.000212,0.00019,0.000518,,,0.02555,,,,,,,,,,,,,Post- AGB
,13.776,12.842,12.602,,,,,,,,,,,,0.0036,0.0031,0.00297,0.00372,,,0.0047545,,,,,,,,,,,,,Post- AGB
,12.739,11.772,11.439,,,,,,,,,,,,0.00943,0.00686,0.0053,0.00471,,,0.0028335,,,,,,,,,,,,,Post- AGB
,15.088,15.126,15.317,,,,,,,,,,,,0.000231,0.000145,0.000139,0.000209,,,0.0031815,,,,,,,,,,,,,Post- AGB
,15.177,14.768,14.622,,,,,,,,,,,,0.00052,0.00037,0.00036,0.000387,,,0.0076495,,,,,,,,,,,,,Post- AGB
,12.392,11.506,11.219,,,,,,,,,,,,0.0118,0.0077,0.00612,0.00491,,,0.0025355,,,,,,,,,,,,,Post- AGB
,16.501,16.762,16.212,,,,,,,,,,,,0.000091,0.00008,0.000114,0.000237,,,0.002239,,,,,,,,,,,,,Post- AGB
,13.767,13.843,13.86,,,,,,,,,,,,0.000786,0.000486,0.000321,0.000161,,,0.003197,,,,,,,,,,,,,Post- AGB
,13.535,12.702,12.483,,,,,,,,,,,,0.00324,0.00182,0.00126,0.000726,,,0.001144,,,,,,,,,,,,,Post- AGB
,14.841,14.243,13.87,,,,,,,,,,,,0.000884,0.000586,0.000443,0.000389,,,0.001014,,,,,,,,,,,,,Post- AGB
,16.472,16.198,15.305,,,,,,,,,,,,,0.00249,0.00873,0.0167,,,0.21815,,3.374,,,,,,,,,,,Post- AGB
,9.793,8.894,8.436,,,,,,,,,,,,0.1239,0.1004,0.08217,0.09191,,,0.06342,,,,,,,,,,,,,Post- AGB
,13.958,13.305,13.149,,,,,,,,,,,,0.0033,0.00405,0.011,0.0517,,,0.2463,,,,,,,,,,,,,Post- AGB
,12.202,11.291,10.924,,,,,,,,,,,,0.0144,0.00833,0.00594,0.00436,,,0.0026615,,,,,,,,,,,,,Post- AGB
,16.505,14.317,,,,,,,,,,,,,0.04488,0.07482,0.1067,0.1232,,,0.05678,,,,,,,,,,,,,Post- AGB
,12.764,11.875,11.595,,,,,,,,,,,,0.0108,0.00889,0.00775,0.00747,,,0.0033175,,,,,,,,,,,,,Post- AGB
,12.151,11.239,10.926,,,,,,,,,,,,0.0154,0.0104,0.00824,0.00636,,,0.002825,,,,,,,,,,,,,Post- AGB
,15.191,15.182,14.931,,,,,,,,,,,,0.000409,0.000328,0.000271,0.000176,,,0.002068,,,,,,,,,,,,,Post- AGB
,15.496,15.828,15.804,,,,,,,,,,,,0.000156,0.000112,0.000108,0.000198,,,0.013645,,,,,,,,,,,,,Post- AGB
,,,15.066,,,,,,,,,,,,0.00127,0.00189,0.00235,0.00569,,,0.01415,,,,,,,,,,,,,Post- AGB
,15.311,15.349,15.501,,,,,,,,,,,,0.000221,0.000142,0.000071,0.000224,,,0.02908,,,,,,,,,,,,,Post- AGB
,15.62,14.729,13.576,,,,,,,,,,,,0.00668,0.00992,0.0249,0.0505,,,0.99615,,4.076,,,,,,,,,,,Post- AGB
,12.771,11.636,11.034,,,,,,,,,,,,0.0219,0.0171,0.0166,0.021,,,0.009098,,,,,,,,,,,,,Post- AGB
,12.327,11.417,11.128,,,,,,,,,,,,0.0115,0.00722,0.00545,0.00379,,,0.0015975,,,,,,,,,,,,,Post- AGB
,15.555,14.272,12.853,,,,,,,,,,,,0.0171,0.0241,0.043,0.0687,,,0.26945,,3.267,,,,,,,,,,,Post- AGB
,15.06,13.923,12.741,,,,,,,,,,,,0.0695,0.1169,0.1814,0.2223,,,0.12325,,,,,,,,,,,,,Post- AGB
,15.582,15.541,15.309,,,,,,,,,,,,,,0.000598,0.00126,,,0.090165,,0.435,,,,,,,,,,,Post- AGB
,15.594,15.617,15.661,,,,,,,,,,,,0.000145,0.000099,0.000057,0.000084,,,0.002979,,,,,,,,,,,,,Post- AGB
,12.402,11.443,11.099,,,,,,,,,,,,0.0121,0.00796,0.00611,0.0052,,,0.00287,,,,,,,,,,,,,Post- AGB
,15.443,14.582,14.13,,,,,,,,,,,,0.000955,0.000798,0.000888,0.00468,,,0.01071,,0.1263,,,,,,,,,,,Post- AGB
,12.556,11.628,11.366,,,,,,,,,,,,0.00922,0.00573,0.00435,0.00385,,,0.00181,,,,,,,,,,,,,Post- AGB
,15.842,15.756,15.698,,,,,,,,,,,,0.000091,0.000064,,0.000108,,,0.0080245,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000601,0.000771,0.00611,0.0163,,,0.1116,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000492,0.000382,0.00311,0.0085,,,0.05855,,0.2946,,,,,,,,,,,Post- AGB
,13.152,12.671,12.597,,,,,,,,,,,,0.00284,0.00191,0.0012,0.000751,,,0.0013745,,,,,,,,,,,,,Post- AGB
,12.828,11.852,11.507,,,,,,,,,,,,0.00898,0.00576,0.00433,0.00392,,,0.0024235,,,,,,,,,,,,,Post- AGB
,12.517,11.566,11.249,,,,,,,,,,,,0.0108,0.00696,0.00496,0.00407,,,0.002279,,,,,,,,,,,,,Post- AGB
,12.994,12.281,11.787,,,,,,,,,,,,0.0225,0.0334,0.0422,0.0568,,,1.243,,4.264,,,,,,,,,,,Post- AGB
,12.538,11.67,11.369,,,,,,,,,,,,0.00842,0.00471,0.00382,0.00274,,,0.0011065,,,,,,,,,,,,,Post- AGB
,14.485,14.446,14.288,,,,,,,,,,,,0.000656,0.000497,0.00042,0.00036,,,0.0021215,,,,,,,,,,,,,Post- AGB
,10.039,9.119,8.774,,,,,,,,,,,,0.0922,0.0668,0.0513,0.0371,,,0.01746,,,,,,,,,,,,,Post- AGB
,13.113,12.128,11.881,,,,,,,,,,,,0.00682,0.00485,0.00394,0.00309,,,0.00128,,,,,,,,,,,,,Post- AGB
,15.993,16.116,16.216,,,,,,,,,,,,0.000118,0.000083,0.000068,0.000108,,,0.0015215,,,,,,,,,,,,,Post- AGB
,15.224,15.273,15.265,,,,,,,,,,,,0.000237,0.000162,0.000136,0.000182,,,0.0048645,,,,,,,,,,,,,Post- AGB
,15.454,14.847,13.908,,,,,,,,,,,,0.0019,0.00257,0.00348,0.00514,,,0.033455,,0.1081,,,,,,,,,,,Post- AGB
,13.197,13.228,13.242,,,,,,,,,,,,0.00044,0.000952,0.000599,0.000349,,,0.0065,,,,,,,,,,,,,Post- AGB
,16.497,15.651,15.125,,,,,,,,,,,,0.00107,0.000947,0.00438,0.0105,,,0.059705,,0.3405,,,,,,,,,,,Post- AGB
,14.449,13.631,13.436,,,,,,,,,,,,0.00133,0.000842,0.00063,0.000675,,,0.0016745,,,,,,,,,,,,,Post- AGB
,15.723,15.135,14.428,,,,,,,,,,,,0.00263,0.00303,0.00779,0.0235,,,0.1498,,,,,,,,,,,,,Post- AGB
,15.759,15.653,14.56,,,,,,,,,,,,0.00397,0.00673,0.0152,0.0374,,,0.18025,,,,,,,,,,,,,Post- AGB
,12.449,11.529,11.241,,,,,,,,,,,,0.0111,0.00794,0.00618,0.00468,,,0.0020385,,,,,,,,,,,,,Post- AGB
,15.545,14.803,14.271,,,,,,,,,,,,,0.000553,0.000714,0.00347,,,0.0067225,,0.1025,,,,,,,,,,,Post- AGB
,,14.562,14.581,,,,,,,,,,,,0.000421,0.00027,0.000199,0.000285,,,0.01338,,,,,,,,,,,,,Post- AGB
,13.355,13.179,13.015,,,,,,,,,,,,0.00118,0.00087,0.000842,0.000874,,,0.0047275,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0106,0.00705,0.00534,0.00402,,,0.0016515,,,,,,,,,,,,,Post- AGB
,,14.079,11.906,,,,,,,,,,,,0.176,0.299,0.462,0.589,,,0.304,,,,,,,,,,,,,Post- AGB
,14.855,14.845,14.976,,,,,,,,,,,,0.000285,0.000189,0.00014,0.000072,,,0.002208,,,,,,,,,,,,,Post- AGB
,13.886,13.952,13.98,,,,,,,,,,,,0.000723,0.000438,0.00031,0.000155,,,0.0061795,,,,,,,,,,,,,Post- AGB
,12.548,11.562,11.338,,,,,,,,,,,,0.0102,0.00682,0.00473,0.00322,,,0.0012925,,,,,,,,,,,,,Post- AGB
,15.161,15.007,14.965,,,,,,,,,,,,0.000397,0.000299,0.000175,0.000134,,,0.001551,,0.1084,,,,,,,,,,,Post- AGB
,15.672,15.688,14.74,,,,,,,,,,,,,0.00242,,0.034,,,0.109,,0.03349,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000583,0.000425,0.000327,0.000329,,,0.004887,,,,,,,,,,,,,Post- AGB
,13.56,13.522,13.5,,,,,,,,,,,,0.00126,0.000775,0.000522,0.000463,,,0.0047165,,,,,,,,,,,,,Post- AGB
,12.194,11.295,10.977,,,,,,,,,,,,0.0126,0.00805,0.00582,0.00444,,,0.002226,,,,,,,,,,,,,Post- AGB
,10.716,9.748,9.304,,,,,,,,,,,,0.0662,0.0405,0.0323,0.0217,,,0.0099175,,,,,,,,,,,,,Post- AGB
,12.477,11.568,11.266,,,,,,,,,,,,0.0111,0.00694,0.0053,0.00426,,,0.002333,,,,,,,,,,,,,Post- AGB
,15.208,15.186,14.707,,,,,,,,,,,,0.000879,0.00169,0.00197,0.00751,,,0.278,,0.1303,,,,,,,,,,,Post- AGB
,13.916,13.275,12.513,,,,,,,,,,,,0.0112,0.012,0.0117,0.0117,,,0.0062285,,,,,,,,,,,,,Post- AGB
,12.5,11.494,11.058,,,,,,,,,,,,0.0192,0.0139,0.0116,0.0124,,,0.0049735,,,,,,,,,,,,,Post- AGB
,13.975,13.935,13.906,,,,,,,,,,,,0.000813,0.000536,0.000311,0.000256,,,0.003999,,,,,,,,,,,,,Post- AGB
,12.259,11.373,10.995,,,,,,,,,,,,0.0154,0.00912,0.00698,0.00548,,,0.002543,,,,,,,,,,,,,Post- AGB
,13.358,12.417,12.171,,,,,,,,,,,,0.00468,0.00287,0.00224,0.0023,,,0.001183,,,,,,,,,,,,,Post- AGB
,13.001,12.051,11.767,,,,,,,,,,,,0.00663,0.00421,0.00306,0.0022,,,0.0009,,,,,,,,,,,,,Post- AGB
,12.669,11.653,11.351,,,,,,,,,,,,0.0103,0.00575,0.00469,0.00342,,,0.002159,,,,,,,,,,,,,Post- AGB
,14.763,14.865,14.895,,,,,,,,,,,,0.000295,0.000185,0.000133,0.000112,,,0.0023735,,,,,,,,,,,,,Post- AGB
,15.797,15.889,15.917,,,,,,,,,,,,0.000208,0.000177,0.000217,0.000535,,,0.00942,,,,,,,,,,,,,Post- AGB
,14.221,13.829,13.459,,,,,,,,,,,,0.0123,0.0161,0.0182,0.0223,,,0.016565,,,,,,,,,,,,,Post- AGB
,16.079,15.767,,,,,,,,,,,,,0.000189,0.000128,0.000215,0.000435,,,0.014455,,,,,,,,,,,,,Post- AGB
,13.612,13.435,13.342,,,,,,,,,,,,0.00161,0.00119,0.00368,0.0235,,,0.1614,,0.0485,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.0957,0.0718,0.0547,0.0386,,,0.0171,,,,,,,,,,,,,Post- AGB
,17.04,15.709,14.976,,,,,,,,,,,,,0.00134,0.00852,0.021,,,0.27155,,6.398,,,,,,,,,,,Post- AGB
,12.576,11.617,11.298,,,,,,,,,,,,0.0106,0.00537,0.00439,0.00284,,,0.0012805,,,,,,,,,,,,,Post- AGB
,15.911,15.921,15.113,,,,,,,,,,,,0.000894,0.00127,0.0016,0.00488,,,0.065055,,,,,,,,,,,,,Post- AGB
,14.748,12.866,11.82,,,,,,,,,,,,0.018,0.0112,0.0112,0.00924,,,0.03917,,,,,,,,,,,,,Post- AGB
,12.752,11.853,11.609,,,,,,,,,,,,0.00774,0.00443,0.00341,0.00271,,,0.001099,,,,,,,,,,,,,Post- AGB
,12.353,11.451,11.006,,,,,,,,,,,,0.0241,0.0224,0.0237,0.0267,,,0.01639,,,,,,,,,,,,,Post- AGB
,12.408,11.526,11.213,,,,,,,,,,,,0.0116,0.00722,0.00522,0.00377,,,0.0018125,,,,,,,,,,,,,Post- AGB
,12.638,11.726,11.45,,,,,,,,,,,,0.00998,0.00607,0.00478,0.00393,,,0.0024545,,,,,,,,,,,,,Post- AGB
,12.612,11.795,11.449,,,,,,,,,,,,0.00919,0.00644,0.00486,0.00537,,,0.00379,,,,,,,,,,,,,Post- AGB
,15.928,15.582,15.214,,,,,,,,,,,,0.000737,0.000465,0.00227,0.00487,,,0.01237,,0.06708,,,,,,,,,,,Post- AGB
,16.302,16.287,,,,,,,,,,,,,0.000088,0.000056,,0.000161,,,0.001369,,,,,,,,,,,,,Post- AGB
,,,14.692,,,,,,,,,,,,,0.00482,0.0123,0.0231,,,0.2425,,,,,,,,,,,,,Post- AGB
,16.217,16.196,15.818,,,,,,,,,,,,0.000138,0.000152,0.000577,0.00146,,,0.005611,,,,,,,,,,,,,Post- AGB
,15.838,15.217,14.633,,,,,,,,,,,,,0.000396,0.000411,0.000918,,,0.0018085,,,,,,,,,,,,,Post- AGB
,10.477,9.602,9.237,,,,,,,,,,,,0.0665,0.0398,0.0308,0.0206,,,0.010122,,,,,,,,,,,,,Post- AGB
,13.206,12.33,11.994,,,,,,,,,,,,0.00583,0.00418,0.0032,0.00307,,,0.0014995,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00114,0.000796,0.00656,0.0175,,,0.05767,,,,,,,,,,,,,Post- AGB
,12.738,11.98,11.865,,,,,,,,,,,,0.00619,0.00462,0.00424,0.00624,,,0.017185,,,,,,,,,,,,,Post- AGB
,15.08,15.142,15.263,,,,,,,,,,,,0.000234,0.000151,0.000083,0.000074,,,0.0032385,,,,,,,,,,,,,Post- AGB
,13.752,12.418,11.739,,,,,,,,,,,,0.0113,0.0077,0.00633,0.0083,,,0.007475,,,,,,,,,,,,,Post- AGB
,12.013,11.153,10.788,,,,,,,,,,,,0.0156,0.0101,0.0076,0.00521,,,0.0022805,,,,,,,,,,,,,Post- AGB
,13.156,12.343,12.195,,,,,,,,,,,,0.00465,0.00259,0.00181,0.00111,,,0.001184,,,,,,,,,,,,,Post- AGB
,12.148,11.221,10.861,,,,,,,,,,,,0.0142,0.00871,0.0066,0.00477,,,0.00276,,,,,,,,,,,,,Post- AGB
,14.23,14.234,14.227,,,,,,,,,,,,0.000591,0.000404,0.000274,0.000165,,,0.016005,,,,,,,,,,,,,Post- AGB
,10.709,9.795,9.349,,,,,,,,,,,,0.0888,0.061,0.0469,0.03277,,,0.01341,,,,,,,,,,,,,Post- AGB
,14.072,13.218,13.061,,,,,,,,,,,,0.00188,0.00111,0.000778,0.000492,,,0.001374,,,,,,,,,,,,,Post- AGB
,16.531,16.069,15.379,,,,,,,,,,,,0.00122,0.00202,0.00565,0.0139,,,0.1419,,,,,,,,,,,,,Post- AGB
,16.663,15.924,14.919,,,,,,,,,,,,,0.00949,0.0205,0.0368,,,0.39455,,,,,,,,,,,,,Post- AGB
,,16.235,,,,,,,,,,,,,0.00009,0.00006,,0.000112,,,0.003243,,,,,,,,,,,,,Post- AGB
,15.539,14.74,13.976,,,,,,,,,,,,0.00247,0.003,0.00736,0.0254,,,0.38095,,1.199,,,,,,,,,,,Post- AGB
,13.444,12.596,12.327,,,,,,,,,,,,0.0041,0.0023,0.00222,0.00237,,,0.001294,,,,,,,,,,,,,Post- AGB
,14.934,13.839,12.631,,,,,,,,,,,,0.0136,0.0172,0.0239,0.0412,,,0.11635,,,,,,,,,,,,,Post- AGB
,14.963,14.811,14.512,,,,,,,,,,,,0.000628,0.000525,0.000456,0.000422,,,0.0035775,,,,,,,,,,,,,Post- AGB
,13.897,13.039,12.772,,,,,,,,,,,,0.00277,0.00169,0.00163,0.00868,,,0.011125,,0.1851,,,,,,,,,,,Post- AGB
,10.601,9.785,9.479,,,,,,,,,,,,0.0542,0.0303,0.0244,0.018,,,0.007422,,,,,,,,,,,,,Post- AGB
,16.024,14.708,13.59,,,,,,,,,,,,0.00526,0.00644,0.00729,0.0113,,,0.02231,,,,,,,,,,,,,Post- AGB
,16.476,16.696,,,,,,,,,,,,,0.00011,0.000112,0.000157,0.000316,,,0.008515,,,,,,,,,,,,,Post- AGB
,15.656,14.968,14.141,,,,,,,,,,,,0.00314,0.00416,0.00955,0.0347,,,0.2418,,,,,,,,,,,,,Post- AGB
,17.051,16.005,15.042,,,,,,,,,,,,0.00157,0.00219,0.0049,0.012,,,0.095115,,,,,,,,,,,,,Post- AGB
,12.28,11.343,11.054,,,,,,,,,,,,0.0135,0.00932,0.00713,0.00523,,,0.0021675,,,,,,,,,,,,,Post- AGB
,15.212,15.247,15.264,,,,,,,,,,,,0.000258,0.000184,0.000125,0.000223,,,0.00713,,,,,,,,,,,,,Post- AGB
,12.262,11.381,11.101,,,,,,,,,,,,0.0154,0.00845,0.00697,0.0053,,,0.003434,,,,,,,,,,,,,Post- AGB
,16.042,15.23,14.455,,,,,,,,,,,,,,0.0105,0.0327,,,0.55095,,8.27,,,,,,,,,,,Post- AGB
,15.233,14.084,12.316,,,,,,,,,,,,0.04651,0.06534,0.08451,0.09165,,,0.04165,,,,,,,,,,,,,Post- AGB
,12.481,11.477,11.181,,,,,,,,,,,,0.0139,0.00911,0.00756,0.00594,,,0.002635,,,,,,,,,,,,,Post- AGB
,14.318,14.112,13.962,,,,,,,,,,,,0.00101,0.000836,0.000774,0.000677,,,0.001069,,,,,,,,,,,,,Post- AGB
,13.585,13.144,12.742,,,,,,,,,,,,0.0097,0.0139,0.0183,0.0253,,,0.01766,,,,,,,,,,,,,Post- AGB
,15.912,14.642,13.216,,,,,,,,,,,,0.00993,0.0129,0.0182,0.025,,,0.11705,,1.256,,,,,,,,,,,Post- AGB
,15.589,15.459,,,,,,,,,,,,,0.000178,0.000108,,0.000107,,,0.003392,,,,,,,,,,,,,Post- AGB
,12.641,11.697,11.364,,,,,,,,,,,,0.00961,0.00507,0.0038,0.00268,,,0.001711,,,,,,,,,,,,,Post- AGB
,,,15.707,,,,,,,,,,,,,0.000707,0.00526,0.0111,,,0.091755,,,,,,,,,,,,,Post- AGB
,15.061,15.189,15.247,,,,,,,,,,,,0.000217,0.000138,0.000136,0.000088,,,0.005258,,,,,,,,,,,,,Post- AGB
,12.139,11.147,10.817,,,,,,,,,,,,0.0176,0.00994,0.00755,0.00523,,,0.002985,,,,,,,,,,,,,Post- AGB
,12.587,11.725,11.453,,,,,,,,,,,,0.00892,0.00533,0.00409,0.00318,,,0.002367,,,,,,,,,,,,,Post- AGB
,,14.646,,,,,,,,,,,,,0.0898,0.152,0.221,0.277,,,0.1508,,,,,,,,,,,,,Post- AGB
,12.589,11.664,11.422,,,,,,,,,,,,0.00918,0.00583,0.00438,0.00314,,,0.0016545,,,,,,,,,,,,,Post- AGB
,12.929,12.033,11.732,,,,,,,,,,,,0.00655,0.00414,0.00307,0.00219,,,0.0009865,,,,,,,,,,,,,Post- AGB
,13.01,12.177,11.944,,,,,,,,,,,,0.00545,0.00345,0.00278,0.00539,,,0.0092415,,,,,,,,,,,,,Post- AGB
,17.095,15.978,14.948,,,,,,,,,,,,0.00173,0.00201,0.00677,0.0163,,,0.2127,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00744,0.00968,0.00986,0.0104,,,0.0067635,,,,,,,,,,,,,Post- AGB
,12.752,11.796,11.526,,,,,,,,,,,,0.00773,0.00413,0.00325,0.00255,,,0.001318,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.000742,0.000429,0.00445,0.00931,,,0.039785,,0.3666,,,,,,,,,,,Post- AGB
,12.102,11.137,10.824,,,,,,,,,,,,0.018,0.0119,0.0096,0.00813,,,0.0055235,,,,,,,,,,,,,Post- AGB
,13.49,12.563,12.325,,,,,,,,,,,,0.00361,0.00223,0.00166,0.00126,,,0.003443,,,,,,,,,,,,,Post- AGB
,12.654,11.784,11.521,,,,,,,,,,,,0.0082,0.00576,0.00469,0.00354,,,0.0017725,,,,,,,,,,,,,Post- AGB
,16.138,15.414,14.952,,,,,,,,,,,,,0.00028,0.000266,0.00148,,,0.0030115,,,,,,,,,,,,,Post- AGB
,13.872,13.767,13.503,,,,,,,,,,,,0.00157,0.00127,0.00101,0.000785,,,0.0038475,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.002,0.00398,0.00712,0.0159,,,0.02949,,,,,,,,,,,,,Post- AGB
,11.31,10.476,10.16,,,,,,,,,,,,0.0512,0.0586,0.0783,0.12,,,0.1568,,,,,,,,,,,,,Post- AGB
,17.33,,15.907,,,,,,,,,,,,0.00081,0.000748,0.00451,0.014,,,0.1692,,0.5957,,,,,,,,,,,Post- AGB
,,,12.345,,,,,,,,,,,,0.1096,0.2394,,0.6102,,,0.4019,,0.06933,,,,,,,,,,,Post- AGB
,13.864,12.986,12.737,,,,,,,,,,,,0.00321,0.00307,0.00391,0.00846,,,0.013295,,,,,,,,,,,,,Post- AGB
,14.108,13.673,13.516,,,,,,,,,,,,0.00244,0.00367,0.00541,0.012,,,0.019595,,,,,,,,,,,,,Post- AGB
,13.939,13.811,13.605,,,,,,,,,,,,0.00154,0.00123,0.000978,0.000829,,,0.01127,,,,,,,,,,,,,Post- AGB
,14.688,14.86,15.008,,,,,,,,,,,,0.000288,0.00019,0.000092,0.000147,,,0.009855,,,,,,,,,,,,,Post- AGB
,12.797,11.827,11.498,,,,,,,,,,,,0.00864,0.00462,0.00369,0.0028,,,0.0014245,,,,,,,,,,,,,Post- AGB
,,,,,,,,,,,,,,,0.00615,0.0086,0.0194,0.0447,,,0.6972,,,,,,,,,,,,,Post- AGB
,12.018,10.855,10.358,,,,,,,,,,,,0.0394,0.0241,0.0193,0.0164,,,0.01089,,,,,,,,,,,,,Post- AGB
